0,1.934786e+01
1,1.097870e+01
2,7.408878e+00
3,5.672351e+00
4,4.305190e+00
5,2.956531e+00
6,1.899817e+00
7,1.199229e+00
8,7.681624e-01
9,5.176476e-01
10,3.766123e-01
11,2.949057e-01
12,2.429669e-01
13,2.264000e-01
14,2.062078e-01
15,1.377034e-01
16,1.124911e-01
17,9.320087e-02
18,6.023307e-02
19,4.831235e-02
20,3.870196e-02
21,2.715105e-02
22,2.349899e-02
23,1.893372e-02
24,1.488684e-02
25,1.330246e-02
26,1.056013e-02
27,8.509864e-03
28,7.072920e-03
29,5.268821e-03
30,4.147299e-03
31,3.205164e-03
32,2.384543e-03
33,1.912808e-03
34,1.484902e-03
35,1.174521e-03
36,9.811885e-04
37,7.852099e-04
38,6.465981e-04
39,5.354297e-04
40,4.226496e-04
41,3.395995e-04
42,2.678393e-04
43,2.054062e-04
44,1.611581e-04
45,1.248272e-04
46,9.746222e-05
47,7.831278e-05
48,6.286731e-05
49,5.169413e-05
50,4.260275e-05
51,3.471605e-05
52,2.834129e-05
53,2.253807e-05
54,1.789056e-05
55,1.412827e-05
56,1.095869e-05
57,8.623522e-06
58,6.802162e-06
59,5.367274e-06
60,4.330736e-06
61,3.486184e-06
62,2.821621e-06
63,2.297674e-06
64,1.858087e-06
65,1.504887e-06
66,1.204716e-06
67,9.571801e-07
68,7.643388e-07
69,6.039955e-07
70,4.763405e-07
71,3.769542e-07
72,2.975560e-07
73,2.373874e-07
74,1.901811e-07
75,1.536515e-07
76,1.258677e-07
77,1.017260e-07
78,8.334387e-08
79,6.746891e-08
80,5.342732e-08
81,4.295113e-08
82,3.315077e-08
83,2.642241e-08
84,2.070530e-08
85,1.629671e-08
86,1.328070e-08
87,1.044280e-08
88,8.759563e-09
89,6.887298e-09
90,5.661036e-09
91,4.532964e-09
92,3.608147e-09
93,2.933179e-09
94,2.284857e-09
95,1.837202e-09
96,1.430069e-09
97,1.149428e-09
98,9.066121e-10
99,7.307551e-10
100,5.782249e-10
101,4.741207e-10
102,3.751283e-10
103,3.056755e-10
104,2.456287e-10
105,1.992530e-10
106,1.571347e-10
107,1.252143e-10
108,9.796011e-11
