0,3.143803e+00
1,1.868327e+00
2,1.578095e+00
3,1.335882e+00
4,9.977198e-01
5,8.323039e-01
6,8.205135e-01
7,7.114791e-01
8,5.540935e-01
9,5.097679e-01
10,5.444078e-01
11,4.939294e-01
12,4.564795e-01
13,4.850422e-01
14,5.032810e-01
15,4.729912e-01
16,4.214347e-01
17,3.843208e-01
18,3.611862e-01
19,3.141395e-01
20,2.734997e-01
21,2.682119e-01
22,2.433051e-01
23,2.171146e-01
24,2.011569e-01
25,1.939378e-01
26,2.019303e-01
27,1.977275e-01
28,2.025267e-01
29,2.360599e-01
30,2.346716e-01
31,2.377771e-01
32,2.509206e-01
33,2.401436e-01
34,2.145882e-01
35,1.887476e-01
36,1.673519e-01
37,1.512809e-01
38,1.246337e-01
39,1.056853e-01
40,1.005318e-01
41,9.063774e-02
42,8.133394e-02
43,7.700218e-02
44,6.761804e-02
45,5.862614e-02
46,5.253506e-02
47,4.621212e-02
48,3.897136e-02
49,3.391845e-02
50,3.020045e-02
51,2.746479e-02
52,2.201327e-02
53,1.926222e-02
54,1.858019e-02
55,1.587611e-02
56,1.368167e-02
57,1.286373e-02
58,1.222485e-02
59,1.032983e-02
60,9.771804e-03
61,9.502586e-03
62,8.349590e-03
63,7.666158e-03
64,7.309596e-03
65,7.151454e-03
66,6.689489e-03
67,5.966229e-03
68,5.882238e-03
69,5.800330e-03
70,5.227865e-03
71,4.911248e-03
72,4.797473e-03
73,4.592347e-03
74,4.079583e-03
75,3.533644e-03
76,3.342060e-03
77,3.227060e-03
78,2.804386e-03
79,2.511897e-03
80,2.508684e-03
81,2.418954e-03
82,2.187125e-03
83,2.087230e-03
84,2.164352e-03
85,2.034098e-03
86,1.829937e-03
87,1.861835e-03
88,1.916202e-03
89,1.773207e-03
90,1.740678e-03
91,1.822157e-03
92,1.850991e-03
93,1.706975e-03
94,1.539393e-03
95,1.546865e-03
96,1.413182e-03
97,1.189738e-03
98,1.124791e-03
99,1.091456e-03
100,9.884493e-04
101,9.061994e-04
102,8.823182e-04
103,8.689707e-04
104,7.891835e-04
105,7.087712e-04
106,6.604695e-04
107,6.334863e-04
108,5.407466e-04
109,4.703895e-04
110,4.440347e-04
111,4.160409e-04
112,3.583382e-04
113,3.148543e-04
114,2.967463e-04
115,2.596743e-04
116,2.275264e-04
117,2.110185e-04
118,1.876040e-04
119,1.668958e-04
120,1.405017e-04
121,1.223466e-04
122,1.105453e-04
123,9.915124e-05
124,8.967535e-05
125,8.068013e-05
126,8.046266e-05
127,7.385536e-05
128,6.757120e-05
129,6.512939e-05
130,5.801179e-05
131,5.366301e-05
132,5.070146e-05
133,4.709022e-05
134,4.279453e-05
135,4.161806e-05
136,4.035794e-05
137,3.841900e-05
138,4.003510e-05
139,3.919852e-05
140,3.688722e-05
141,3.587674e-05
142,3.479582e-05
143,3.474678e-05
144,3.315329e-05
145,3.194077e-05
146,3.096342e-05
147,2.906709e-05
148,2.651784e-05
149,2.410920e-05
150,2.280725e-05
151,2.085350e-05
152,1.963421e-05
153,1.795077e-05
154,1.782562e-05
155,1.769476e-05
156,1.645380e-05
157,1.591259e-05
158,1.661945e-05
159,1.674448e-05
160,1.498019e-05
161,1.389254e-05
162,1.302249e-05
163,1.170357e-05
164,1.040473e-05
165,9.361246e-06
166,8.758404e-06
167,8.042163e-06
168,7.193442e-06
169,6.724733e-06
170,6.652757e-06
171,5.987661e-06
172,4.969144e-06
173,4.688046e-06
174,4.383837e-06
175,3.664756e-06
176,3.027457e-06
177,2.791944e-06
178,2.419708e-06
179,1.981136e-06
180,1.723069e-06
181,1.573781e-06
182,1.483265e-06
183,1.364470e-06
184,1.194061e-06
185,1.077951e-06
186,1.030197e-06
187,8.815965e-07
188,8.137131e-07
189,8.353186e-07
190,8.198202e-07
191,7.325923e-07
192,6.497232e-07
193,6.375456e-07
194,6.353247e-07
195,5.831278e-07
196,5.574579e-07
197,5.739903e-07
198,5.309789e-07
199,4.571801e-07
200,4.298654e-07
201,4.194224e-07
202,3.766750e-07
203,3.275467e-07
204,3.109521e-07
205,2.989199e-07
206,2.744073e-07
207,2.564108e-07
208,2.602514e-07
209,2.608275e-07
210,2.615231e-07
211,2.481424e-07
212,2.431867e-07
213,2.361151e-07
214,2.179280e-07
215,2.090075e-07
216,1.989444e-07
217,1.924095e-07
218,1.739487e-07
219,1.581816e-07
220,1.490197e-07
221,1.455285e-07
222,1.398232e-07
223,1.359597e-07
224,1.355052e-07
225,1.295745e-07
226,1.240035e-07
227,1.136239e-07
228,1.113920e-07
229,1.036036e-07
230,9.776825e-08
231,9.365950e-08
232,8.221015e-08
233,7.522430e-08
234,7.094984e-08
235,6.433926e-08
236,5.480613e-08
237,4.717282e-08
238,4.426896e-08
239,4.177136e-08
240,3.670068e-08
241,3.228315e-08
242,2.913730e-08
243,2.698695e-08
244,2.428003e-08
245,2.213225e-08
246,2.029832e-08
247,1.810824e-08
248,1.589118e-08
249,1.408671e-08
250,1.342873e-08
251,1.280472e-08
252,1.123361e-08
253,9.804231e-09
254,9.208474e-09
255,8.328731e-09
256,7.273153e-09
257,6.266982e-09
258,5.983110e-09
259,5.562718e-09
260,4.922434e-09
261,4.468256e-09
262,4.424269e-09
263,4.309931e-09
264,4.096553e-09
265,4.044097e-09
266,4.239392e-09
267,4.258928e-09
268,4.170867e-09
269,4.020425e-09
270,4.005312e-09
271,3.901828e-09
272,3.450284e-09
273,3.346095e-09
274,3.456142e-09
275,3.438553e-09
276,3.082411e-09
277,2.851110e-09
278,2.803962e-09
279,2.711200e-09
280,2.392961e-09
281,2.227048e-09
282,2.192239e-09
283,2.060496e-09
284,1.788083e-09
285,1.594910e-09
286,1.483184e-09
287,1.396395e-09
288,1.326306e-09
289,1.256328e-09
290,1.240301e-09
291,1.201221e-09
292,1.146359e-09
293,1.116575e-09
294,1.107873e-09
295,1.061103e-09
296,9.868494e-10
297,9.149457e-10
298,9.035293e-10
299,8.389935e-10
300,7.635144e-10
301,6.780020e-10
302,6.242287e-10
303,5.733072e-10
304,5.126619e-10
305,4.392815e-10
306,4.101261e-10
307,3.838009e-10
308,3.399878e-10
309,2.935237e-10
310,2.834227e-10
311,2.564954e-10
312,2.181134e-10
313,1.857709e-10
314,1.710355e-10
315,1.533365e-10
316,1.344431e-10
317,1.186727e-10
318,1.072530e-10
319,9.654249e-11
